# InfraPy Beamforming (fk) Results
# 
# Data summary:
#     CC.KAUT.01.BDF	2023-05-08T13:05:30.940000Z - 2023-05-08T13:20:30.920000Z
#     CC.KAUT.02.BDF	2023-05-08T13:05:30.940000Z - 2023-05-08T13:20:30.920000Z
#     CC.KAUT.03.BDF	2023-05-08T13:05:30.940000Z - 2023-05-08T13:20:30.920000Z
# 
#   channel_cnt: 3
#   t0: 2023-05-08T13:05:30.940000Z
#   latitude: 46.730454
#   longitude: -121.857388
# 
# Algorithm parameters:
#   freq_min: 0.1
#   freq_max: 10.0
#   back_az_min: -180.0
#   back_az_max: 180.0
#   back_az_step: 2.0
#   trace_vel_min: 300.0
#   trace_vel_max: 600.0
#   trace_vel_step: 2.5
#   method: bartlett
#   signal_start: None
#   signal_end: None
#   window_len: 10.0
#   sub_window_len: None
#   window_step: 2.0
# 
# Time (rel t0) [s]      Back Az [deg]	           Tr. Velocity [m/s]       F-stat
5.000000000000000000e+00 1.257747383676982764e+02 4.113706736729929503e+02 2.934613417365642185e+00
7.000000000000000000e+00 1.180346988553842351e+02 3.975416959377201351e+02 2.942487420327319469e+00
9.000000000000000000e+00 1.006969833412705668e+02 4.625274742731850210e+02 2.866129107463897707e+00
1.100000000000000000e+01 1.244706939856808248e+02 4.705647692588540281e+02 2.704972439050535193e+00
1.300000000000000000e+01 1.388023049732078391e+02 4.313334925135307003e+02 3.145272535049480567e+00
1.500000000000000000e+01 1.363296483845442424e+02 4.430978078987365052e+02 2.930004683443999447e+00
1.700000000000000000e+01 1.324958815690992822e+02 4.359845700231931005e+02 2.578481549060223088e+00
1.900000000000000000e+01 1.255917415188003901e+02 3.929432773915279995e+02 2.878697599802976459e+00
2.100000000000000000e+01 1.305300020837634065e+02 3.961320040900416188e+02 4.106058823904798594e+00
2.300000000000000000e+01 1.299280390005725394e+02 3.829894423058108828e+02 3.619963220194010844e+00
2.500000000000000000e+01 1.267416330098096324e+02 3.884941006830765673e+02 2.831984598335924641e+00
2.700000000000000000e+01 1.200153926997774079e+02 4.359812445758363424e+02 3.065865593190621574e+00
2.900000000000000000e+01 1.263083319886326876e+02 4.564689739986599761e+02 3.142751012935657506e+00
3.100000000000000000e+01 1.257349030509693648e+02 4.298316115038997509e+02 3.199529228716512019e+00
3.300000000000000000e+01 1.177007826196957438e+02 4.169319163367824217e+02 3.465310106257694756e+00
3.500000000000000000e+01 1.138493457674573790e+02 4.198440316459980863e+02 2.873417377924066152e+00
3.700000000000000000e+01 1.148619679012798258e+02 4.424044903191464755e+02 3.320967193269798390e+00
3.900000000000000000e+01 1.365101465142629706e+02 4.716651025827986246e+02 3.007700204189490023e+00
4.100000000000000000e+01 1.337522936367749935e+02 4.448898396154610282e+02 2.783864989067107665e+00
4.300000000000000000e+01 1.125436238045989512e+02 4.314061787873806111e+02 2.996068258843514798e+00
4.500000000000000000e+01 1.134012570798452373e+02 4.362702007912077420e+02 3.601377544665107067e+00
4.700000000000000000e+01 1.140858297564980006e+02 3.988982984072367799e+02 2.994192718688254207e+00
4.900000000000000000e+01 5.472311305091537292e+01 3.403047357250071059e+02 2.560190745537312740e+00
5.100000000000000000e+01 2.714190301810813821e+01 3.198023488711870073e+02 2.128740151175762207e+00
5.300000000000000000e+01 1.269389321020589989e+02 4.634408860874813740e+02 2.264308982671489279e+00
5.500000000000000000e+01 1.267484307582101195e+02 4.670284938009806979e+02 2.508449839865159792e+00
5.700000000000000000e+01 8.246984144439385034e+01 3.978295968133278393e+02 2.514266758395651724e+00
5.900000000000000000e+01 1.201399774659359991e+02 4.595939885131575693e+02 2.315167073224205119e+00
6.100000000000000000e+01 1.236057669110485193e+02 4.860854716005981118e+02 2.531852541730762240e+00
6.300000000000000000e+01 1.164056871598250638e+02 4.700721569406018148e+02 2.263277876173090952e+00
6.500000000000000000e+01 -1.481252391356546525e+02 2.993787635994178800e+02 2.888328493227333649e+00
6.700000000000000000e+01 -1.501632105197353440e+02 3.138878111119910841e+02 2.779465519385211358e+00
6.900000000000000000e+01 1.031224178343636879e+02 4.503969887456553352e+02 2.308091414572211342e+00
7.100000000000000000e+01 1.000561076809703138e+02 4.323715309601885224e+02 2.664358760598509512e+00
7.300000000000000000e+01 1.228715952315106819e+02 4.856803844737478926e+02 2.516053103070010621e+00
7.500000000000000000e+01 -1.515140692495674841e+02 2.993721055464125698e+02 2.047359901644771885e+00
7.700000000000000000e+01 1.228813825622754194e+02 3.937502765935989260e+02 2.120897925843511889e+00
7.900000000000000000e+01 1.310422423731944548e+02 4.055166228859379203e+02 2.305500246836876599e+00
8.100000000000000000e+01 -1.426304691210361284e+02 3.055268917339662949e+02 2.167635589881661495e+00
8.300000000000000000e+01 -1.492146268737184585e+02 3.072509093170260712e+02 2.100979623710625077e+00
8.500000000000000000e+01 -1.507925989763527070e+02 3.262820862589088620e+02 3.198157345955096265e+00
8.700000000000000000e+01 -1.451197742362691656e+02 3.341675085909627683e+02 2.505811715131551320e+00
8.900000000000000000e+01 7.763301316170930022e+01 3.631181905041891582e+02 2.455373907834837777e+00
9.100000000000000000e+01 -1.495458775048313100e+02 3.137919359154902281e+02 2.418111860517259348e+00
9.300000000000000000e+01 -1.503053115314781110e+02 3.014633852380534336e+02 2.282693920591690073e+00
9.500000000000000000e+01 -1.457271571803047436e+02 2.993871342090330359e+02 2.099250211206369787e+00
9.700000000000000000e+01 5.383656270788659270e+01 3.655455593489461990e+02 2.165863529258379216e+00
9.900000000000000000e+01 5.194437303010993645e+01 3.692174546056264717e+02 2.760598545895835976e+00
1.010000000000000000e+02 3.958868459025822517e+01 3.806378748974027530e+02 2.391905107477547254e+00
1.030000000000000000e+02 4.656556677019079160e+01 3.771814549298186989e+02 2.685832980735991082e+00
1.050000000000000000e+02 5.380465335866486498e+01 3.343273296913255876e+02 2.638426576429913073e+00
1.070000000000000000e+02 5.816707393737338805e+01 3.414182006298154306e+02 2.713504445321429870e+00
1.090000000000000000e+02 6.586159810933149572e+01 3.702539211740750602e+02 2.801307754033656394e+00
1.110000000000000000e+02 7.674967229170181326e+01 3.173044559170131151e+02 2.549318332465462689e+00
1.130000000000000000e+02 1.223597719604689473e+02 3.531033494159030397e+02 2.253762261233464681e+00
1.150000000000000000e+02 -1.134721200985440817e+02 3.407972037626196311e+02 2.100820571760317890e+00
1.170000000000000000e+02 -1.316906171303604651e+02 3.486902546296096830e+02 2.468239892415732051e+00
1.190000000000000000e+02 6.434535468103067046e+01 3.486954542427945398e+02 2.961741042064196527e+00
1.210000000000000000e+02 7.468747070091528428e+01 3.231705878005424211e+02 2.572703638156412786e+00
1.230000000000000000e+02 -1.478895032933848483e+02 3.030997639585692696e+02 2.710135001396684284e+00
1.250000000000000000e+02 -1.433141122091247155e+02 3.143963255109025567e+02 2.918743323200643225e+00
1.270000000000000000e+02 -1.421232084144047576e+02 3.500841566999365000e+02 2.706099055362879202e+00
1.290000000000000000e+02 -1.705115080926768769e+02 4.423059173076431421e+02 2.384177624170475962e+00
1.310000000000000000e+02 5.159687667929393484e+01 3.608186418437657608e+02 2.760811793492208288e+00
1.330000000000000000e+02 6.712845214064137167e+01 3.236252470851051726e+02 2.781472595785336566e+00
1.350000000000000000e+02 6.797397458844911000e+01 3.580988946120459104e+02 3.002114233222838990e+00
1.370000000000000000e+02 7.407967101942625732e+01 3.160542726009100534e+02 3.005624744671291371e+00
1.390000000000000000e+02 -1.440302721769762968e+02 2.993761888067450059e+02 2.503300454483534665e+00
1.410000000000000000e+02 8.708375701667159774e+01 3.504060242427972867e+02 2.764747983265061215e+00
1.430000000000000000e+02 8.424629242844437726e+01 3.535600977988153204e+02 2.960895989725121691e+00
1.450000000000000000e+02 8.058388085057751482e+01 3.507844387074494534e+02 2.420620160372390473e+00
1.470000000000000000e+02 -1.554953024579615715e+02 4.087616130587948646e+02 2.233803384227878386e+00
1.490000000000000000e+02 -1.520480742832660610e+02 3.208893688413132281e+02 2.430287029917441277e+00
1.510000000000000000e+02 3.321067285597111862e+01 3.150380784266766909e+02 2.324428253118927312e+00
1.530000000000000000e+02 6.194155617121199953e+01 3.384179735825633202e+02 2.357499353070868331e+00
1.550000000000000000e+02 -1.377365396555478867e+02 4.079729030005789241e+02 2.738276386595389855e+00
1.570000000000000000e+02 6.030248482784298858e+01 3.441733385611855738e+02 2.700913222090271404e+00
1.590000000000000000e+02 8.657515039014035096e+01 3.281129260351293624e+02 2.889188888036522407e+00
1.610000000000000000e+02 7.956095687910728032e+01 3.355307681862173581e+02 3.216732140368287141e+00
1.630000000000000000e+02 7.351638138328996774e+01 3.257981834453892702e+02 2.764932836522705273e+00
1.650000000000000000e+02 -1.448309142754719687e+02 3.427928848895523402e+02 3.003978409864230148e+00
1.670000000000000000e+02 -1.450258792426828336e+02 3.444161279758436081e+02 2.495844542617885686e+00
1.690000000000000000e+02 6.963781724825791741e+01 3.153580248704562337e+02 2.548365600388395880e+00
1.710000000000000000e+02 6.272878385739999629e+01 3.487289141280616036e+02 3.246286710705499345e+00
1.730000000000000000e+02 4.864213709160981836e+01 3.713315096091881742e+02 2.575743963923046387e+00
1.750000000000000000e+02 -1.601773567325869578e+02 4.008322392164862435e+02 2.560952264238727683e+00
1.770000000000000000e+02 -1.508086468868171437e+02 4.502991557612423890e+02 2.879815519729259865e+00
1.790000000000000000e+02 7.001284545297173167e+01 3.331323353267507628e+02 2.706138408600532230e+00
1.810000000000000000e+02 7.154762566772771493e+01 3.833959230824956421e+02 2.605936328460804585e+00
1.830000000000000000e+02 -1.353539706366278779e+02 3.324670304556645988e+02 2.730633249562177678e+00
1.850000000000000000e+02 7.076386992754612493e+01 3.504528443730958998e+02 2.596213824560019923e+00
1.870000000000000000e+02 6.678693834018999098e+01 3.172346549026447633e+02 2.775778308233620706e+00
1.890000000000000000e+02 5.332090714927497288e+01 3.391685435027038125e+02 2.571179781195933600e+00
1.910000000000000000e+02 4.830319633518729461e+01 3.215138098740502528e+02 2.729006772318059326e+00
1.930000000000000000e+02 6.333377273026381715e+01 3.302757627840568944e+02 2.639643982597128957e+00
1.950000000000000000e+02 -1.380028931240914858e+02 3.476202246513168461e+02 2.782341944406515388e+00
1.970000000000000000e+02 -1.470308050238965336e+02 3.295287515882009757e+02 2.371386300414557446e+00
1.990000000000000000e+02 -1.534393824596306217e+02 3.022136360047238668e+02 3.113030296682476994e+00
2.010000000000000000e+02 -1.558385101246746274e+02 3.291124909286316438e+02 3.258311555917928981e+00
2.030000000000000000e+02 -1.427460316680175936e+02 3.730683810307365320e+02 2.635738980973491241e+00
2.050000000000000000e+02 6.465722785633668934e+01 3.409053997949851578e+02 2.693822550582297470e+00
2.070000000000000000e+02 6.906402367591937264e+01 3.698922345535936529e+02 2.663845925389047853e+00
2.090000000000000000e+02 7.513456954572556867e+01 3.574268626961706445e+02 2.646044109222798646e+00
2.110000000000000000e+02 -1.418782704755003579e+02 3.363961523471804753e+02 2.828723149144560800e+00
2.130000000000000000e+02 -1.392117856700430707e+02 3.217405753754205762e+02 2.997381623809557638e+00
2.150000000000000000e+02 -1.412226411131367456e+02 3.053057593910286869e+02 2.779560633189853025e+00
2.170000000000000000e+02 -1.473571814168795413e+02 3.284541296905634908e+02 2.580772981264672694e+00
2.190000000000000000e+02 -1.532387437764917877e+02 3.392218558228980214e+02 2.516245464954144140e+00
2.210000000000000000e+02 -1.438076180622099969e+02 3.121225632740276978e+02 2.705423264207542644e+00
2.230000000000000000e+02 -1.351280620330629745e+02 3.256249275791483342e+02 2.346517224489321762e+00
2.250000000000000000e+02 -1.361321691241754195e+02 3.233550944051051488e+02 2.470095627448857911e+00
2.270000000000000000e+02 6.844195915727887325e+01 3.615795020458585327e+02 2.954125946719068363e+00
2.290000000000000000e+02 7.811020332740699246e+01 3.575385304765106866e+02 3.040562735655926829e+00
2.310000000000000000e+02 -1.433323907072166890e+02 3.285334090044792674e+02 3.104036144167346301e+00
2.330000000000000000e+02 -1.492673393529335613e+02 3.757658094531709025e+02 2.865525407345709485e+00
2.350000000000000000e+02 -1.479181753400629020e+02 3.832850797680811752e+02 2.981252964095805424e+00
2.370000000000000000e+02 -1.479112252034526591e+02 3.375446689076459847e+02 2.906964859696342884e+00
2.390000000000000000e+02 -1.470580809022975188e+02 3.338008489717511793e+02 2.906469003970792997e+00
2.410000000000000000e+02 7.997289260365199937e+01 2.993750029543570577e+02 2.981491311095069374e+00
2.430000000000000000e+02 -1.361510097541083155e+02 3.464977422049709617e+02 2.441448835325284783e+00
2.450000000000000000e+02 -1.386672251225434707e+02 3.487418355214743428e+02 2.932044381688799106e+00
2.470000000000000000e+02 -1.417873098140921400e+02 3.369257703428330046e+02 3.104523623197712467e+00
2.490000000000000000e+02 -1.454935462064350418e+02 2.993698150140662619e+02 3.063977477888632617e+00
2.510000000000000000e+02 7.600521868946935911e+01 3.243744393681179758e+02 2.473121475890084131e+00
2.530000000000000000e+02 -1.424604037973255402e+02 3.539805123912163936e+02 2.841794834308717821e+00
2.550000000000000000e+02 -1.423730731207783720e+02 3.248906006177925292e+02 2.960842702151528449e+00
2.570000000000000000e+02 -1.392179482248797626e+02 3.196031198742193169e+02 2.136233082317157805e+00
